date,year,month,day,Day of the week,work,備轉容量(MW),備轉容量率(%),瞬時尖峰負載(MW),淨尖峰供電能力(MW)
2019/1/1,2019,1,1,2,FALSE,2557.3,10.71,23877.68,26434.98
2019/1/2,2019,1,2,3,TRUE,1899,6.75,28133.33,30032.33
2019/1/3,2019,1,3,4,TRUE,1891,6.65,28436.09,30327.09
2019/1/4,2019,1,4,5,TRUE,1811,6.36,28474.84,30285.84
2019/1/5,2019,1,5,6,FALSE,1903,7.3,26068.49,27971.49
2019/1/6,2019,1,6,7,FALSE,2333,9.48,24609.7,26942.7
2019/1/7,2019,1,7,1,TRUE,1800,6.31,28526.15,30326.15
2019/1/8,2019,1,8,2,TRUE,1843,6.42,28707.17,30550.17
2019/1/9,2019,1,9,3,TRUE,1954,6.82,28651.03,30605.03
2019/1/10,2019,1,10,4,TRUE,1847,6.37,28995.29,30842.29
2019/1/11,2019,1,11,5,TRUE,1884,6.54,28807.34,30691.34
2019/1/12,2019,1,12,6,FALSE,2497,9.64,25902.49,28399.49
2019/1/13,2019,1,13,7,FALSE,2398,9.74,24620.12,27018.12
2019/1/14,2019,1,14,1,TRUE,1745,6.16,28327.92,30072.92
2019/1/15,2019,1,15,2,TRUE,1844,6.38,28902.82,30746.82
2019/1/16,2019,1,16,3,TRUE,1849,6.45,28666.67,30515.67
2019/1/17,2019,1,17,4,TRUE,1933,6.81,28384.73,30317.73
2019/1/18,2019,1,18,5,TRUE,1935,6.97,27761.84,29696.84
2019/1/19,2019,1,19,6,TRUE,1954,7.38,26476.96,28430.96
2019/1/20,2019,1,20,7,FALSE,2599,10.59,24542.02,27141.02
2019/1/21,2019,1,21,1,TRUE,1915,6.9,27753.62,29668.62
2019/1/22,2019,1,22,2,TRUE,1921,6.83,28125.92,30046.92
2019/1/23,2019,1,23,3,TRUE,1938,6.96,27844.83,29782.83
2019/1/24,2019,1,24,4,TRUE,1872,6.72,27857.14,29729.14
2019/1/25,2019,1,25,5,TRUE,1906,6.98,27306.59,29212.59
2019/1/26,2019,1,26,6,FALSE,2535,10.03,25274.18,27809.18
2019/1/27,2019,1,27,7,FALSE,2092,8.57,24410.74,26502.74
2019/1/28,2019,1,28,1,TRUE,1806,6.55,27572.52,29378.52
2019/1/29,2019,1,29,2,TRUE,1832,6.58,27841.95,29673.95
2019/1/30,2019,1,30,3,TRUE,1810,6.52,27760.74,29570.74
2019/1/31,2019,1,31,4,TRUE,1890,6.95,27194.24,29084.24
2019/2/1,2019,2,1,5,TRUE,2148,8.69,24718.07,26866.07
2019/2/2,2019,2,2,6,FALSE,2241,9.58,23392.48,25633.48
2019/2/3,2019,2,3,7,FALSE,2038,8.89,22924.63,24962.63
2019/2/4,2019,2,4,1,FALSE,2563,12.68,20212.93,22775.93
2019/2/5,2019,2,5,2,FALSE,2333,11.67,19991.43,22324.43
2019/2/6,2019,2,6,3,FALSE,2322,11.65,19931.33,22253.33
2019/2/7,2019,2,7,4,FALSE,2107,10.06,20944.33,23051.33
2019/2/8,2019,2,8,5,FALSE,3115,14.43,21586.97,24701.97
2019/2/9,2019,2,9,6,FALSE,3136,13.98,22432.05,25568.05
2019/2/10,2019,2,10,7,FALSE,3023,13.01,23235.97,26258.97
2019/2/11,2019,2,11,1,TRUE,2275,8.53,26670.57,28945.57
2019/2/12,2019,2,12,2,TRUE,1860,6.7,27761.19,29621.19
2019/2/13,2019,2,13,3,TRUE,1915,6.91,27713.46,29628.46
2019/2/14,2019,2,14,4,TRUE,1943,6.88,28241.28,30184.28
2019/2/15,2019,2,15,5,TRUE,1959,6.93,28268.4,30227.4
2019/2/16,2019,2,16,6,FALSE,2426,9.54,25429.77,27855.77
2019/2/17,2019,2,17,7,FALSE,2673,10.98,24344.26,27017.26
2019/2/18,2019,2,18,1,TRUE,1762,6.15,28650.41,30412.41
2019/2/19,2019,2,19,2,TRUE,1891,6.55,28870.23,30761.23
2019/2/20,2019,2,20,3,TRUE,1838,6.32,29082.28,30920.28
2019/2/21,2019,2,21,4,TRUE,1813,6.27,28915.47,30728.47
2019/2/22,2019,2,22,5,TRUE,1870,6.58,28419.45,30289.45
2019/2/23,2019,2,23,6,TRUE,1729,6.47,26723.34,28452.34
2019/2/24,2019,2,24,7,FALSE,1770,7.17,24686.19,26456.19
2019/2/25,2019,2,25,1,TRUE,1754,6.24,28108.97,29862.97
2019/2/26,2019,2,26,2,TRUE,1818,6.4,28406.25,30224.25
2019/2/27,2019,2,27,3,TRUE,1903,6.79,28026.51,29929.51
2019/2/28,2019,2,28,4,FALSE,2430,9.54,25471.7,27901.7
2019/3/1,2019,3,1,5,FALSE,2371,9.6,24697.92,27068.92
2019/3/2,2019,3,2,6,FALSE,1833,7.41,24736.84,26569.84
2019/3/3,2019,3,3,7,FALSE,2224,9.23,24095.34,26319.34
2019/3/4,2019,3,4,1,TRUE,1895,6.84,27704.68,29599.68
2019/3/5,2019,3,5,2,TRUE,1954,6.92,28236.99,30190.99
2019/3/6,2019,3,6,3,TRUE,1922,6.86,28017.49,29939.49
2019/3/7,2019,3,7,4,TRUE,1868,6.64,28132.53,30000.53
2019/3/8,2019,3,8,5,TRUE,1816,6.5,27938.46,29754.46
2019/3/9,2019,3,9,6,FALSE,2191,8.47,25867.77,28058.77
2019/3/10,2019,3,10,7,FALSE,1823,7.35,24802.72,26625.72
2019/3/11,2019,3,11,1,TRUE,1794,6.47,27727.98,29521.98
2019/3/12,2019,3,12,2,TRUE,1879,6.73,27919.76,29798.76
2019/3/13,2019,3,13,3,TRUE,1923,6.83,28155.2,30078.2
2019/3/14,2019,3,14,4,TRUE,1780,6.26,28434.5,30214.5
2019/3/15,2019,3,15,5,TRUE,1928,6.95,27741.01,29669.01
2019/3/16,2019,3,16,6,FALSE,2518,9.95,25306.53,27824.53
2019/3/17,2019,3,17,7,FALSE,2290,9.28,24676.72,26966.72
2019/3/18,2019,3,18,1,TRUE,1755,6.19,28352.18,30107.18
2019/3/19,2019,3,19,2,TRUE,1805,6.25,28880,30685
2019/3/20,2019,3,20,3,TRUE,1844,6.22,29646.3,31490.3
2019/3/21,2019,3,21,4,TRUE,1967,6.48,30354.94,32321.94
2019/3/22,2019,3,22,5,TRUE,2341,7.9,29632.91,31973.91
2019/3/23,2019,3,23,6,FALSE,2084,8.25,25260.61,27344.61
2019/3/24,2019,3,24,7,FALSE,1859,7.49,24819.76,26678.76
2019/3/25,2019,3,25,1,TRUE,1853,6.49,28551.62,30404.62
2019/3/26,2019,3,26,2,TRUE,1887,6.56,28765.24,30652.24
2019/3/27,2019,3,27,3,TRUE,1933,6.63,29155.35,31088.35
2019/3/28,2019,3,28,4,TRUE,1892,6.29,30079.49,31971.49
2019/3/29,2019,3,29,5,TRUE,2055,6.92,29696.53,31751.53
2019/3/30,2019,3,30,6,FALSE,2155,8.35,25808.38,27963.38
2019/3/31,2019,3,31,7,FALSE,2297,9.39,24462.19,26759.19
2019/4/1,2019,4,1,1,TRUE,1930,6.93,27849.93,29779.93
2019/4/2,2019,4,2,2,TRUE,1915,6.75,28370.37,30285.37
2019/4/3,2019,4,3,3,TRUE,1905,6.69,28475.34,30380.34
2019/4/4,2019,4,4,4,FALSE,2340,9.12,25657.89,27997.89
2019/4/5,2019,4,5,5,FALSE,1872,7.63,24534.73,26406.73
2019/4/6,2019,4,6,6,FALSE,1683,6.74,24970.33,26653.33
2019/4/7,2019,4,7,7,FALSE,1778,7.04,25255.68,27033.68
2019/4/8,2019,4,8,1,TRUE,1969,6.48,30385.8,32354.8
2019/4/9,2019,4,9,2,TRUE,1964,6.23,31524.88,33488.88
2019/4/10,2019,4,10,3,TRUE,2154,6.79,31723.12,33877.12
2019/4/11,2019,4,11,4,TRUE,2079,6.81,30528.63,32607.63
2019/4/12,2019,4,12,5,TRUE,2018,6.95,29035.97,31053.97
2019/4/13,2019,4,13,6,FALSE,1760,6.66,26426.43,28186.43
2019/4/14,2019,4,14,7,FALSE,2528,9.9,25535.35,28063.35
2019/4/15,2019,4,15,1,TRUE,1986,6.91,28740.96,30726.96
2019/4/16,2019,4,16,2,TRUE,1877,6.47,29010.82,30887.82
2019/4/17,2019,4,17,3,TRUE,2050,6.93,29581.53,31631.53
2019/4/18,2019,4,18,4,TRUE,2003,6.6,30348.48,32351.48
2019/4/19,2019,4,19,5,TRUE,1920,6.24,30769.23,32689.23
2019/4/20,2019,4,20,6,FALSE,1877,6.98,26891.12,28768.12
2019/4/21,2019,4,21,7,FALSE,2298,8.74,26292.91,28590.91
2019/4/22,2019,4,22,1,TRUE,1993,6.24,31939.1,33932.1
2019/4/23,2019,4,23,2,TRUE,2026,6.11,33158.76,35184.76
2019/4/24,2019,4,24,3,TRUE,2003,6.02,33272.43,35275.43
2019/4/25,2019,4,25,4,TRUE,2290,6.91,33140.38,35430.38
2019/4/26,2019,4,26,5,TRUE,2252,6.89,32685.05,34937.05
2019/4/27,2019,4,27,6,FALSE,1993,7.28,27376.37,29369.37
2019/4/28,2019,4,28,7,FALSE,1740,6.46,26934.98,28674.98
2019/4/29,2019,4,29,1,TRUE,2211,6.73,32852.9,35063.9
