,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
246,2019-09-04,13.779127041268655,11.340515362659175,16.26347309080034,13.779127041268655,13.779127041268655,0.12965321957064826,0.12965321957064826,0.12965321957064826,-0.47008131762802396,-0.47008131762802396,-0.47008131762802396,0.5997345371986722,0.5997345371986722,0.5997345371986722,0.0,0.0,0.0,13.908780260839304
247,2019-09-05,13.790763505687336,11.363727506613557,16.679057811352372,13.790763505687336,13.790763505687336,0.22504684859578725,0.22504684859578725,0.22504684859578725,-0.40552021365864094,-0.40552021365864094,-0.40552021365864094,0.6305670622544283,0.6305670622544283,0.6305670622544283,0.0,0.0,0.0,14.015810354283122
248,2019-09-06,13.80239997010602,12.034934369106486,17.256762853005,13.80239997010602,13.80239997010602,0.6245175707012054,0.6245175707012054,0.6245175707012054,-0.05945621655890321,-0.05945621655890321,-0.05945621655890321,0.6839737872601086,0.6839737872601086,0.6839737872601086,0.0,0.0,0.0,14.426917540807224
249,2019-09-07,13.814036434524702,13.099138695736265,18.10064988083448,13.814036434524702,13.814036434524702,1.6597597788652438,1.6597597788652438,1.6597597788652438,0.9001688851255827,0.9001688851255827,0.9001688851255827,0.7595908937396612,0.7595908937396612,0.7595908937396612,0.0,0.0,0.0,15.473796213389946
250,2019-09-08,13.825672898943383,13.001368600582486,18.14662761992243,13.825672898943383,13.825672898943383,1.6472344969924724,1.6472344969924724,1.6472344969924724,0.7907000898388634,0.7907000898388634,0.7907000898388634,0.8565344071536088,0.8565344071536088,0.8565344071536088,0.0,0.0,0.0,15.472907395935856
251,2019-09-09,13.837309363362063,11.925538387902924,17.095274549776228,13.837309363362063,13.837309363362063,0.6881691563845858,0.6881691563845858,0.6881691563845858,-0.285249029784176,-0.285249029784176,-0.285249029784176,0.9734181861687619,0.9734181861687619,0.9734181861687619,0.0,0.0,0.0,14.525478519746649
252,2019-09-10,13.848945827780744,12.048012068770056,17.158578941963746,13.848945827780744,13.848945827780744,0.6378220243916518,0.6378220243916518,0.6378220243916518,-0.47056219733704713,-0.47056219733704713,-0.47056219733704713,1.108384221728699,1.108384221728699,1.108384221728699,0.0,0.0,0.0,14.486767852172395
253,2019-09-11,13.846502745888623,12.131908030967356,17.263308938118527,13.846502745888623,13.846502745888623,0.7890631415830993,0.7890631415830993,0.7890631415830993,-0.47008131762798955,-0.47008131762798955,-0.47008131762798955,1.2591444592110888,1.2591444592110888,1.2591444592110888,0.0,0.0,0.0,14.635565887471722
254,2019-09-12,13.8440596639965,12.451056837384272,17.208737494180895,13.8440596639965,13.8440596639965,1.0175128466957744,1.0175128466957744,1.0175128466957744,-0.40552021365870455,-0.40552021365870455,-0.40552021365870455,1.423033060354479,1.423033060354479,1.423033060354479,0.0,0.0,0.0,14.861572510692275
255,2019-09-13,13.841616582104379,12.964808629606829,17.98450985317639,13.841616582104379,13.841616582104379,1.5376115383434055,1.5376115383434055,1.5376115383434055,-0.05945621655813124,-0.05945621655813124,-0.05945621655813124,1.5970677549015369,1.5970677549015369,1.5970677549015369,0.0,0.0,0.0,15.379228120447785
256,2019-09-14,13.839173500212258,13.883874206460861,19.039384122062156,13.839173500212258,13.839173500212258,2.678187587210157,2.678187587210157,2.678187587210157,0.900168885126464,0.900168885126464,0.900168885126464,1.778018702083693,1.778018702083693,1.778018702083693,0.0,0.0,0.0,16.517361087422415
257,2019-09-15,13.836730418320135,13.95052841884225,19.110560988973976,13.836730418320135,13.836730418320135,2.7531831849999553,2.7531831849999553,2.7531831849999553,0.7907000898405786,0.7907000898405786,0.7907000898405786,1.9624830951593766,1.9624830951593766,1.9624830951593766,0.0,0.0,0.0,16.589913603320092
258,2019-09-16,13.834287336428014,13.199319955539858,18.24055383016456,13.834287336428014,13.834287336428014,1.8617145732213316,1.8617145732213316,1.8617145732213316,-0.2852490297828167,-0.2852490297828167,-0.2852490297828167,2.1469636030041483,2.1469636030041483,2.1469636030041483,0.0,0.0,0.0,15.696001909649345
259,2019-09-17,13.83184425453589,13.103897226539726,18.187078623353024,13.83184425453589,13.83184425453589,1.8573864573568104,1.8573864573568104,1.8573864573568104,-0.4705621973367566,-0.4705621973367566,-0.4705621973367566,2.327948654693567,2.327948654693567,2.327948654693567,0.0,0.0,0.0,15.6892307118927
260,2019-09-18,13.829401172643768,13.393558611680586,18.665743010097106,13.829401172643768,13.829401172643768,2.0319112205884613,2.0319112205884613,2.0319112205884613,-0.4700813176279552,-0.4700813176279552,-0.4700813176279552,2.5019925382164163,2.5019925382164163,2.5019925382164163,0.0,0.0,0.0,15.861312393232229
261,2019-09-19,13.826958090751646,13.54409405125431,18.60977151252167,13.826958090751646,13.826958090751646,2.260273089772455,2.260273089772455,2.260273089772455,-0.40552021365876806,-0.40552021365876806,-0.40552021365876806,2.665793303431223,2.665793303431223,2.665793303431223,0.0,0.0,0.0,16.0872311805241
262,2019-09-20,13.824515008859525,13.95523176665371,19.00091462853099,13.824515008859525,13.824515008859525,2.7568103147926672,2.7568103147926672,2.7568103147926672,-0.059456216557359234,-0.059456216557359234,-0.059456216557359234,2.8162665313500264,2.8162665313500264,2.8162665313500264,0.0,0.0,0.0,16.58132532365219
